,idhod,hodnota,ukaz_kod,vzdelani_cis,vzdelani_kod,vek_cis,vek_kod,pohlavi_cis,pohlavi_kod,uzemi_cis,uzemi_kod,sldb_rok,sldb_datum,ukaz_txt,vzdelani_txt,vek_txt,pohlavi_txt,uzemi_txt,uzemi_typ
557404,987552238,9115,3162,5784,121,1035,1200659999,102.0,1.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední odborné vzdělání,65 a více let,muž,Jihočeský kraj,kraj
557405,987552239,11183,3162,5784,121,1035,1200659999,102.0,2.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední odborné vzdělání,65 a více let,žena,Jihočeský kraj,kraj
557407,987552118,4091,3162,1294,202,1035,1300150064,102.0,1.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,15 - 64 let,muž,Jihočeský kraj,kraj
557408,987552119,3966,3162,1294,202,1035,1300150064,102.0,2.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,15 - 64 let,žena,Jihočeský kraj,kraj
557410,987553792,565,3162,1294,202,1035,1200659999,102.0,1.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,65 a více let,muž,Jihočeský kraj,kraj
557411,987553793,1195,3162,1294,202,1035,1200659999,102.0,2.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,65 a více let,žena,Jihočeský kraj,kraj
557413,987552228,829,3162,1294,203,1035,1300150064,102.0,1.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Pomaturitní studium,15 - 64 let,muž,Jihočeský kraj,kraj
557414,987552229,1994,3162,1294,203,1035,1300150064,102.0,2.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Pomaturitní studium,15 - 64 let,žena,Jihočeský kraj,kraj
557416,987551983,549,3162,1294,203,1035,1200659999,102.0,1.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Pomaturitní studium,65 a více let,muž,Jihočeský kraj,kraj
557417,987551984,857,3162,1294,203,1035,1200659999,102.0,2.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Pomaturitní studium,65 a více let,žena,Jihočeský kraj,kraj
557419,987552122,14599,3162,1294,900,1035,1300150064,102.0,1.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nezjištěno,15 - 64 let,muž,Jihočeský kraj,kraj
557420,987552123,8489,3162,1294,900,1035,1300150064,102.0,2.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nezjištěno,15 - 64 let,žena,Jihočeský kraj,kraj
557422,987551981,2697,3162,1294,900,1035,1200659999,102.0,1.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nezjištěno,65 a více let,muž,Jihočeský kraj,kraj
557423,987551982,3476,3162,1294,900,1035,1200659999,102.0,2.0,100,3034,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nezjištěno,65 a více let,žena,Jihočeský kraj,kraj
557425,987552217,1414,3162,1294,1,1035,1300150064,102.0,1.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Bez vzdělání,15 - 64 let,muž,Plzeňský kraj,kraj
557426,987552218,1044,3162,1294,1,1035,1300150064,102.0,2.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Bez vzdělání,15 - 64 let,žena,Plzeňský kraj,kraj
557428,987552455,151,3162,1294,1,1035,1200659999,102.0,1.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Bez vzdělání,65 a více let,muž,Plzeňský kraj,kraj
557429,987552456,428,3162,1294,1,1035,1200659999,102.0,2.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Bez vzdělání,65 a více let,žena,Plzeňský kraj,kraj
557431,987552105,2590,3162,1294,2,1035,1300150064,102.0,1.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Neúplné základní vzdělání,15 - 64 let,muž,Plzeňský kraj,kraj
557432,987552106,2164,3162,1294,2,1035,1300150064,102.0,2.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Neúplné základní vzdělání,15 - 64 let,žena,Plzeňský kraj,kraj
557434,987552341,366,3162,1294,2,1035,1200659999,102.0,1.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Neúplné základní vzdělání,65 a více let,muž,Plzeňský kraj,kraj
557435,987552342,1120,3162,1294,2,1035,1200659999,102.0,2.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Neúplné základní vzdělání,65 a více let,žena,Plzeňský kraj,kraj
557437,987552101,20114,3162,1294,3,1035,1300150064,102.0,1.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,15 - 64 let,muž,Plzeňský kraj,kraj
557438,987552102,21140,3162,1294,3,1035,1300150064,102.0,2.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,15 - 64 let,žena,Plzeňský kraj,kraj
557440,987552337,2881,3162,1294,3,1035,1200659999,102.0,1.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,65 a více let,muž,Plzeňský kraj,kraj
557441,987552338,13788,3162,1294,3,1035,1200659999,102.0,2.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,65 a více let,žena,Plzeňský kraj,kraj
557443,987551991,20037,3162,1294,8,1035,1300150064,102.0,1.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,15 - 64 let,muž,Plzeňský kraj,kraj
557444,987552098,27748,3162,1294,8,1035,1300150064,102.0,2.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,15 - 64 let,žena,Plzeňský kraj,kraj
557446,987552333,4637,3162,1294,8,1035,1200659999,102.0,1.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,65 a více let,muž,Plzeňský kraj,kraj
557447,987552334,9325,3162,1294,8,1035,1200659999,102.0,2.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,65 a více let,žena,Plzeňský kraj,kraj
557449,987552107,2029,3162,1294,11,1035,1300150064,102.0,1.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,15 - 64 let,muž,Plzeňský kraj,kraj
557450,987552108,4611,3162,1294,11,1035,1300150064,102.0,2.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,15 - 64 let,žena,Plzeňský kraj,kraj
557452,987552343,375,3162,1294,11,1035,1200659999,102.0,1.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,65 a více let,muž,Plzeňský kraj,kraj
557453,987552450,246,3162,1294,11,1035,1200659999,102.0,2.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,65 a více let,žena,Plzeňský kraj,kraj
557455,987551989,5904,3162,1294,12,1035,1300150064,102.0,1.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,15 - 64 let,muž,Plzeňský kraj,kraj
557456,987551990,10393,3162,1294,12,1035,1300150064,102.0,2.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,15 - 64 let,žena,Plzeňský kraj,kraj
557458,987552227,133,3162,1294,12,1035,1200659999,102.0,1.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,65 a více let,muž,Plzeňský kraj,kraj
557459,987552332,136,3162,1294,12,1035,1200659999,102.0,2.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,65 a více let,žena,Plzeňský kraj,kraj
557461,987551987,18956,3162,1294,13,1035,1300150064,102.0,1.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,15 - 64 let,muž,Plzeňský kraj,kraj
557462,987551988,21965,3162,1294,13,1035,1300150064,102.0,2.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,15 - 64 let,žena,Plzeňský kraj,kraj
557464,987552225,6260,3162,1294,13,1035,1200659999,102.0,1.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,65 a více let,muž,Plzeňský kraj,kraj
557465,987552226,4235,3162,1294,13,1035,1200659999,102.0,2.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,65 a více let,žena,Plzeňský kraj,kraj
557467,987551985,1413,3162,1294,14,1035,1300150064,102.0,1.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,15 - 64 let,muž,Plzeňský kraj,kraj
557468,987551986,726,3162,1294,14,1035,1300150064,102.0,2.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,15 - 64 let,žena,Plzeňský kraj,kraj
557470,987552223,598,3162,1294,14,1035,1200659999,102.0,1.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,65 a více let,muž,Plzeňský kraj,kraj
557471,987552224,169,3162,1294,14,1035,1200659999,102.0,2.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,65 a více let,žena,Plzeňský kraj,kraj
557473,987552109,227,3162,1294,15,1035,1300150064,102.0,1.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,15 - 64 let,muž,Plzeňský kraj,kraj
557474,987552110,247,3162,1294,15,1035,1300150064,102.0,2.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,15 - 64 let,žena,Plzeňský kraj,kraj
557476,987552451,60,3162,1294,15,1035,1200659999,102.0,1.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,65 a více let,muž,Plzeňský kraj,kraj
557477,987552452,101,3162,1294,15,1035,1200659999,102.0,2.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,65 a více let,žena,Plzeňský kraj,kraj
557479,987552103,67210,3162,5784,105,1035,1300150064,102.0,1.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nižší střední a střední vzdělání,15 - 64 let,muž,Plzeňský kraj,kraj
557480,987552104,45514,3162,5784,105,1035,1300150064,102.0,2.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nižší střední a střední vzdělání,15 - 64 let,žena,Plzeňský kraj,kraj
557482,987552339,25444,3162,5784,105,1035,1200659999,102.0,1.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nižší střední a střední vzdělání,65 a více let,muž,Plzeňský kraj,kraj
557483,987552340,23842,3162,5784,105,1035,1200659999,102.0,2.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nižší střední a střední vzdělání,65 a více let,žena,Plzeňský kraj,kraj
557485,987552099,30532,3162,5784,121,1035,1300150064,102.0,1.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední odborné vzdělání,15 - 64 let,muž,Plzeňský kraj,kraj
557486,987552100,29491,3162,5784,121,1035,1300150064,102.0,2.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední odborné vzdělání,15 - 64 let,žena,Plzeňský kraj,kraj
557488,987552335,7910,3162,5784,121,1035,1200659999,102.0,1.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední odborné vzdělání,65 a více let,muž,Plzeňský kraj,kraj
557489,987552336,10027,3162,5784,121,1035,1200659999,102.0,2.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední odborné vzdělání,65 a více let,žena,Plzeňský kraj,kraj
557491,987552215,3340,3162,1294,202,1035,1300150064,102.0,1.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,15 - 64 let,muž,Plzeňský kraj,kraj
557492,987552216,3110,3162,1294,202,1035,1300150064,102.0,2.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,15 - 64 let,žena,Plzeňský kraj,kraj
557494,987552453,524,3162,1294,202,1035,1200659999,102.0,1.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,65 a více let,muž,Plzeňský kraj,kraj
557495,987552454,1155,3162,1294,202,1035,1200659999,102.0,2.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,65 a více let,žena,Plzeňský kraj,kraj
557497,987552221,908,3162,1294,203,1035,1300150064,102.0,1.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Pomaturitní studium,15 - 64 let,muž,Plzeňský kraj,kraj
557498,987552222,1879,3162,1294,203,1035,1300150064,102.0,2.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Pomaturitní studium,15 - 64 let,žena,Plzeňský kraj,kraj
557500,987552130,397,3162,1294,203,1035,1200659999,102.0,1.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Pomaturitní studium,65 a více let,muž,Plzeňský kraj,kraj
557501,987552131,810,3162,1294,203,1035,1200659999,102.0,2.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Pomaturitní studium,65 a více let,žena,Plzeňský kraj,kraj
557503,987552219,15433,3162,1294,900,1035,1300150064,102.0,1.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nezjištěno,15 - 64 let,muž,Plzeňský kraj,kraj
557504,987552220,9357,3162,1294,900,1035,1300150064,102.0,2.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nezjištěno,15 - 64 let,žena,Plzeňský kraj,kraj
557506,987552457,2560,3162,1294,900,1035,1200659999,102.0,1.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nezjištěno,65 a více let,muž,Plzeňský kraj,kraj
557507,987552129,3268,3162,1294,900,1035,1200659999,102.0,2.0,100,3042,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nezjištěno,65 a více let,žena,Plzeňský kraj,kraj
557509,987552363,1095,3162,1294,1,1035,1300150064,102.0,1.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Bez vzdělání,15 - 64 let,muž,Karlovarský kraj,kraj
557510,987552364,1043,3162,1294,1,1035,1300150064,102.0,2.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Bez vzdělání,15 - 64 let,žena,Karlovarský kraj,kraj
557512,987552609,182,3162,1294,1,1035,1200659999,102.0,1.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Bez vzdělání,65 a více let,muž,Karlovarský kraj,kraj
557513,987552610,459,3162,1294,1,1035,1200659999,102.0,2.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Bez vzdělání,65 a více let,žena,Karlovarský kraj,kraj
557515,987552249,1656,3162,1294,2,1035,1300150064,102.0,1.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Neúplné základní vzdělání,15 - 64 let,muž,Karlovarský kraj,kraj
557516,987552250,1304,3162,1294,2,1035,1300150064,102.0,2.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Neúplné základní vzdělání,15 - 64 let,žena,Karlovarský kraj,kraj
557518,987552491,304,3162,1294,2,1035,1200659999,102.0,1.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Neúplné základní vzdělání,65 a více let,muž,Karlovarský kraj,kraj
557519,987552602,896,3162,1294,2,1035,1200659999,102.0,2.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Neúplné základní vzdělání,65 a více let,žena,Karlovarský kraj,kraj
557521,987552245,12994,3162,1294,3,1035,1300150064,102.0,1.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,15 - 64 let,muž,Karlovarský kraj,kraj
557522,987552246,12889,3162,1294,3,1035,1300150064,102.0,2.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,15 - 64 let,žena,Karlovarský kraj,kraj
557524,987552487,2330,3162,1294,3,1035,1200659999,102.0,1.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,65 a více let,muž,Karlovarský kraj,kraj
557525,987552488,7542,3162,1294,3,1035,1200659999,102.0,2.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Základní vzdělání,65 a více let,žena,Karlovarský kraj,kraj
557527,987552241,9326,3162,1294,8,1035,1300150064,102.0,1.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,15 - 64 let,muž,Karlovarský kraj,kraj
557528,987552242,13070,3162,1294,8,1035,1300150064,102.0,2.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,15 - 64 let,žena,Karlovarský kraj,kraj
557530,987552483,2157,3162,1294,8,1035,1200659999,102.0,1.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,65 a více let,muž,Karlovarský kraj,kraj
557531,987552484,4264,3162,1294,8,1035,1200659999,102.0,2.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední všeobecné vzdělání,65 a více let,žena,Karlovarský kraj,kraj
557533,987552251,689,3162,1294,11,1035,1300150064,102.0,1.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,15 - 64 let,muž,Karlovarský kraj,kraj
557534,987552358,1694,3162,1294,11,1035,1300150064,102.0,2.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,15 - 64 let,žena,Karlovarský kraj,kraj
557536,987552603,179,3162,1294,11,1035,1200659999,102.0,1.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,65 a více let,muž,Karlovarský kraj,kraj
557537,987552604,181,3162,1294,11,1035,1200659999,102.0,2.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání,65 a více let,žena,Karlovarský kraj,kraj
557539,987552136,2081,3162,1294,12,1035,1300150064,102.0,1.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,15 - 64 let,muž,Karlovarský kraj,kraj
557540,987552240,3412,3162,1294,12,1035,1300150064,102.0,2.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,15 - 64 let,žena,Karlovarský kraj,kraj
557542,987552481,64,3162,1294,12,1035,1200659999,102.0,1.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,65 a více let,muž,Karlovarský kraj,kraj
557543,987552482,73,3162,1294,12,1035,1200659999,102.0,2.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské bakalářské vzdělání,65 a více let,žena,Karlovarský kraj,kraj
557545,987552134,5467,3162,1294,13,1035,1300150064,102.0,1.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,15 - 64 let,muž,Karlovarský kraj,kraj
557546,987552135,6974,3162,1294,13,1035,1300150064,102.0,2.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,15 - 64 let,žena,Karlovarský kraj,kraj
557548,987552479,2402,3162,1294,13,1035,1200659999,102.0,1.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,65 a více let,muž,Karlovarský kraj,kraj
557549,987552480,1749,3162,1294,13,1035,1200659999,102.0,2.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské magisterské vzdělání,65 a více let,žena,Karlovarský kraj,kraj
557551,987552132,230,3162,1294,14,1035,1300150064,102.0,1.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,15 - 64 let,muž,Karlovarský kraj,kraj
557552,987552133,145,3162,1294,14,1035,1300150064,102.0,2.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,15 - 64 let,žena,Karlovarský kraj,kraj
557554,987552369,142,3162,1294,14,1035,1200659999,102.0,1.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,65 a více let,muž,Karlovarský kraj,kraj
557555,987552370,64,3162,1294,14,1035,1200659999,102.0,2.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vysokoškolské doktorské vzdělání,65 a více let,žena,Karlovarský kraj,kraj
557557,987552359,113,3162,1294,15,1035,1300150064,102.0,1.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,15 - 64 let,muž,Karlovarský kraj,kraj
557558,987552360,100,3162,1294,15,1035,1300150064,102.0,2.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,15 - 64 let,žena,Karlovarský kraj,kraj
557560,987552605,58,3162,1294,15,1035,1200659999,102.0,1.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,65 a více let,muž,Karlovarský kraj,kraj
557561,987552606,48,3162,1294,15,1035,1200659999,102.0,2.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Vyšší odborné vzdělání v konzervatoři,65 a více let,žena,Karlovarský kraj,kraj
557563,987552247,33772,3162,5784,105,1035,1300150064,102.0,1.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nižší střední a střední vzdělání,15 - 64 let,muž,Karlovarský kraj,kraj
557564,987552248,24184,3162,5784,105,1035,1300150064,102.0,2.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nižší střední a střední vzdělání,15 - 64 let,žena,Karlovarský kraj,kraj
557566,987552489,12024,3162,5784,105,1035,1200659999,102.0,1.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nižší střední a střední vzdělání,65 a více let,muž,Karlovarský kraj,kraj
557567,987552490,11365,3162,5784,105,1035,1200659999,102.0,2.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nižší střední a střední vzdělání,65 a více let,žena,Karlovarský kraj,kraj
557569,987552243,11999,3162,5784,121,1035,1300150064,102.0,1.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední odborné vzdělání,15 - 64 let,muž,Karlovarský kraj,kraj
557570,987552244,12854,3162,5784,121,1035,1300150064,102.0,2.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední odborné vzdělání,15 - 64 let,žena,Karlovarský kraj,kraj
557572,987552485,3294,3162,5784,121,1035,1200659999,102.0,1.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední odborné vzdělání,65 a více let,muž,Karlovarský kraj,kraj
557573,987552486,4430,3162,5784,121,1035,1200659999,102.0,2.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Úplné střední odborné vzdělání,65 a více let,žena,Karlovarský kraj,kraj
557575,987552361,1297,3162,1294,202,1035,1300150064,102.0,1.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,15 - 64 let,muž,Karlovarský kraj,kraj
557576,987552362,1335,3162,1294,202,1035,1300150064,102.0,2.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,15 - 64 let,žena,Karlovarský kraj,kraj
557578,987552607,255,3162,1294,202,1035,1200659999,102.0,1.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,65 a více let,muž,Karlovarský kraj,kraj
557579,987552608,659,3162,1294,202,1035,1200659999,102.0,2.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Nástavbové vzdělání,65 a více let,žena,Karlovarský kraj,kraj
557581,987552367,364,3162,1294,203,1035,1300150064,102.0,1.0,100,3051,2021,2021-03-26,Počet obyvatel s obvyklým pobytem ve věku 15 a více let,Pomaturitní studium,15 - 64 let,muž,Karlovarský kraj,kraj
